,Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
42,2014/8/27 11:42,35,2,46,MI,1,1,0,NA,6,2,2,3,2,1,3,1,2,3,3,2,1,2,1,1,1,NA
43,2014/8/27 11:43,27,2,8,NA,1,2,1,4,1,1,2,1,3,2,2,3,4,1,2,2,1,2,2,3,1,NA
44,2014/8/27 11:43,18,2,29,NA,1,1,0,2,5,1,2,1,2,2,2,1,2,3,1,1,2,2,2,2,1,NA
45,2014/8/27 11:43,30,2,46,IN,1,1,1,4,3,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,NA
46,2014/8/27 11:43,38,1,46,TX,1,2,1,4,3,1,2,3,3,2,3,3,3,2,2,2,3,2,2,3,1,Our health plan has covered my psychotherapy and my antidepressant medication. My manager has been aware but discreet throughout. I did get negative reviews when my depression was trashing my delivery but y'know I wasn't delivering.
47,2014/8/27 11:43,28,2,45,NA,1,1,0,NA,3,1,2,2,2,2,2,1,1,2,1,2,3,1,3,1,1,NA
48,2014/8/27 11:43,34,2,46,TN,1,1,0,NA,5,1,2,1,1,2,2,1,1,2,2,3,3,1,3,1,1,NA
49,2014/8/27 11:43,26,2,8,NA,2,1,0,4,1,1,2,1,3,3,2,1,1,2,2,3,3,2,2,3,1,NA
50,2014/8/27 11:44,30,2,46,IL,1,2,1,3,3,1,2,3,1,2,1,1,1,1,2,2,3,2,2,1,1,I just started a new job last week hence a lot of don't know's
51,2014/8/27 11:44,22,2,46,TX,1,2,1,2,5,1,2,1,3,2,2,3,4,1,2,1,1,2,1,1,1,NA
52,2014/8/27 11:45,33,2,46,UT,1,1,0,NA,2,2,2,2,2,1,1,1,1,2,2,2,3,1,1,1,1,NA
53,2014/8/27 11:45,31,2,46,NA,1,1,0,NA,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,NA
54,2014/8/27 11:45,32,2,46,TN,1,1,0,1,1,2,2,2,2,2,2,1,1,1,2,2,3,2,2,1,1,NA
55,2014/8/27 11:46,28,2,43,NA,1,1,0,NA,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,NA
56,2014/8/27 11:46,27,2,46,NY,1,2,1,3,3,1,2,3,3,2,2,3,1,1,2,1,1,2,2,1,1,NA
57,2014/8/27 11:46,32,2,46,TN,1,2,0,NA,5,2,2,2,1,2,2,1,3,2,2,3,3,2,2,3,1,NA
58,2014/8/27 11:47,24,2,46,NY,1,2,1,4,3,2,2,2,1,2,2,1,1,2,1,2,3,3,3,2,1,NA
59,2014/8/27 11:47,26,2,46,TN,1,1,0,NA,3,1,1,1,1,2,2,3,3,2,2,2,3,1,3,1,1,NA
60,2014/8/27 11:47,33,2,8,NA,1,2,1,2,5,2,2,2,1,2,2,2,2,3,2,1,1,2,1,1,1,In addition to my own mental health issues I've known several coworkers that may be suffering and I don't know how to tell them I empathize and that I want to help.
61,2014/8/27 11:48,44,2,46,IA,1,2,1,4,6,1,1,3,1,2,1,1,1,3,1,2,1,2,1,1,2,NA
62,2014/8/27 11:49,26,1,34,NA,1,1,1,4,3,2,2,2,2,3,3,3,5,2,2,3,3,1,3,3,1,NA
63,2014/8/27 11:50,27,2,45,NA,1,1,0,1,2,1,2,3,2,2,3,1,3,2,2,3,3,1,1,3,1,NA
64,2014/8/27 11:50,26,2,16,NA,1,1,0,NA,3,1,2,1,1,2,2,1,5,3,2,1,1,2,2,2,2,NA
65,2014/8/27 11:50,35,2,8,NA,1,1,0,4,5,1,2,2,1,2,2,1,3,2,2,2,3,2,1,1,1,NA
66,2014/8/27 11:51,40,2,46,CA,1,2,0,4,6,2,2,3,3,3,3,1,1,3,1,2,1,2,2,2,2,NA
67,2014/8/27 11:51,23,1,1,NA,1,2,1,2,1,2,2,1,2,2,2,1,5,2,2,2,3,2,1,3,1,Thanks for doing this research.
68,2014/8/27 11:52,36,2,46,TX,1,1,0,4,2,2,2,3,1,1,3,1,1,1,2,2,2,1,3,3,1,NA
69,2014/8/27 11:52,31,1,46,NM,1,1,0,NA,3,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,NA
70,2014/8/27 11:52,34,2,46,NY,2,1,0,3,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,NA
71,2014/8/27 11:53,28,2,16,NA,1,1,0,1,3,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,NA
72,2014/8/27 11:53,34,2,8,NA,1,1,0,1,5,1,2,2,2,1,1,1,3,2,2,2,3,2,2,1,1,NA
73,2014/8/27 11:54,23,1,46,MA,1,1,0,3,6,1,2,3,3,2,2,3,2,1,2,3,3,2,2,2,1,NA
74,2014/8/27 11:56,38,2,45,NA,1,1,0,NA,3,1,2,1,1,2,1,3,3,2,2,2,3,1,3,3,1,NA
75,2014/8/27 11:56,33,2,46,CA,1,1,0,1,6,1,2,2,2,3,1,1,1,1,2,2,2,2,1,3,1,NA
76,2014/8/27 11:57,19,2,45,NA,1,1,0,NA,1,1,2,1,3,2,2,2,2,3,2,1,1,2,1,2,1,NA
77,2014/8/27 11:57,25,2,46,WA,1,1,0,NA,6,2,2,3,3,3,3,1,1,2,2,3,3,1,3,3,1,NA
78,2014/8/27 11:57,31,2,46,WA,2,2,0,4,1,2,2,1,1,2,2,3,2,2,2,3,3,1,1,3,1,NA
79,2014/8/27 11:59,32,2,46,UT,1,2,1,4,3,2,2,1,1,2,2,1,2,3,2,2,1,2,3,2,1,NA
80,2014/8/27 12:00,28,2,18,NA,1,1,0,1,5,2,2,2,1,1,1,1,5,2,2,2,2,1,3,3,1,NA
81,2014/8/27 12:01,38,2,46,NY,1,2,0,4,2,2,2,3,3,2,3,1,1,2,2,3,2,1,1,3,1,NA
82,2014/8/27 12:02,23,2,45,NA,1,1,0,1,3,1,2,3,2,3,1,1,5,2,2,2,3,1,1,3,1,NA
83,2014/8/27 12:02,30,2,8,NA,1,1,0,1,3,1,1,1,1,2,2,1,1,2,2,2,3,2,2,2,1,NA
84,2014/8/27 12:03,27,1,46,NY,2,1,1,2,1,2,2,3,3,3,3,3,5,1,1,2,3,2,1,3,1,NA
85,2014/8/27 12:05,33,2,46,CA,1,2,0,1,6,1,2,1,1,2,2,1,1,3,2,1,1,2,1,2,1,NA
86,2014/8/27 12:05,31,2,46,TX,1,1,0,NA,3,1,2,2,2,2,2,1,1,2,2,2,3,1,1,2,1,NA
87,2014/8/27 12:07,39,2,45,NA,2,1,1,2,5,1,2,1,1,2,2,1,4,1,2,2,1,2,1,2,2,NA
88,2014/8/27 12:10,34,1,46,OR,1,2,1,3,4,2,2,3,2,2,1,1,1,3,1,2,2,2,2,1,1,NA
89,2014/8/27 12:11,29,1,46,FL,1,1,1,4,3,1,2,3,3,2,2,1,1,1,2,2,2,2,1,2,2,NA
90,2014/8/27 12:11,32,2,46,IL,1,1,0,NA,4,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,NA
91,2014/8/27 12:12,31,2,46,NY,1,1,0,1,4,1,2,3,3,3,3,3,3,2,2,2,3,2,2,3,1,NA
92,2014/8/27 12:13,40,2,46,TX,1,1,1,4,3,1,2,1,3,2,2,3,4,2,2,3,3,3,3,2,1,NA
93,2014/8/27 12:14,34,2,46,OH,1,1,0,NA,3,1,2,2,1,2,2,1,3,1,2,2,1,2,1,1,1,NA
94,2014/8/27 12:15,18,2,37,NA,1,1,0,NA,3,2,2,3,3,2,2,3,3,2,2,3,3,3,3,1,1,In Russia we have mandatory medical insurance. Every employer must pay 3.6% of every employee's salary to the insurance fund like a tax. Everyone gets free healthcare at public clinics and hospitals. Some types of healthcare including mental health are still funded from the government budget but that doesn't matter it's still FREE!However this is Russia :D I don't know much about what actually happens in mental hospitals here except that a lot of young people with male in their passports use these to avoid military draft and doctors seem to help them.
95,2014/8/27 12:15,25,1,8,NA,1,1,1,4,3,1,2,3,3,2,1,1,1,1,2,2,3,2,1,1,1,NA
96,2014/8/27 12:15,29,2,46,MN,1,1,0,1,3,1,2,2,1,2,1,1,1,2,2,3,3,1,1,2,1,NA
97,2014/8/27 12:16,24,2,46,MO,1,2,0,3,3,1,2,2,2,2,1,1,3,1,1,2,1,2,1,1,1,NA
98,2014/8/27 12:17,31,2,27,NA,1,2,1,4,5,1,2,2,1,2,2,1,1,2,2,2,3,1,3,2,1,NA
99,2014/8/27 12:18,33,2,46,AZ,1,1,1,4,5,1,2,1,3,2,2,1,3,1,2,2,1,2,1,2,1,NA
100,2014/8/27 12:18,30,2,46,IN,1,1,1,2,1,1,2,1,3,2,2,3,3,2,2,3,3,1,1,3,1,NA
101,2014/8/27 12:18,26,1,8,NA,1,2,1,4,3,1,1,1,3,2,2,2,4,3,2,1,1,2,1,2,2,In my previous workplace which had mental health protections policies and access to counsellors my Director went so far as to say to me in somewhat casual conversation A woman was murdered across the street. At best though she was bipolar and at worst - who knowsI have bipolar disorder. I have zero faith that an organization with policies in place could appropriately handle mental health. I have even less faith that a workplace without the policies in place could appropriately handle mental health. I can only imagine it's worse in full tech environments.
102,2014/8/27 12:18,44,1,46,MA,1,1,0,1,2,1,2,3,2,1,1,1,1,1,1,1,2,2,2,1,1,NA
103,2014/8/27 12:19,25,2,46,NY,1,2,0,NA,3,1,2,2,1,1,1,1,5,2,2,2,3,2,2,1,1,NA
104,2014/8/27 12:20,33,2,46,WI,1,2,1,4,3,2,2,3,3,3,3,3,3,2,2,2,3,1,1,3,1,NA
105,2014/8/27 12:22,29,2,46,NY,1,1,0,1,6,1,2,3,2,3,1,1,3,2,2,2,3,2,2,1,1,NA
106,2014/8/27 12:23,35,2,46,MO,1,2,0,3,5,1,2,3,2,2,2,3,3,2,2,2,3,2,2,1,1,NA
107,2014/8/27 12:23,35,2,46,OR,1,2,1,4,3,2,2,2,2,2,2,1,3,2,2,2,3,2,1,2,1,I've seen negative consequences towards mental health conditions in previous workplaces.Working remote is empowering in this way.
108,2014/8/27 12:25,28,2,6,NA,1,2,1,3,5,1,2,1,1,2,2,2,1,1,2,3,3,2,2,1,2,NA
109,2014/8/27 12:28,34,2,46,TN,1,2,0,1,5,2,2,3,1,2,2,1,1,1,2,1,1,2,2,1,1,NA
110,2014/8/27 12:28,32,2,46,WA,1,1,1,4,3,1,2,3,1,3,3,3,2,1,2,2,3,2,1,3,1,NA
111,2014/8/27 12:29,22,2,46,NY,1,1,1,4,4,1,2,3,3,2,1,3,1,3,2,1,1,2,3,2,1,NA
112,2014/8/27 12:31,28,2,46,CA,1,1,1,4,3,1,2,3,3,3,3,3,3,2,2,2,2,2,1,3,1,NA
113,2014/8/27 12:31,45,2,46,MO,1,2,1,3,5,2,2,3,3,2,3,3,5,2,2,3,3,3,3,3,1,NA
114,2014/8/27 12:31,32,2,46,NY,1,1,0,1,2,1,2,3,3,2,1,1,1,1,2,2,2,2,2,1,1,NA
115,2014/8/27 12:31,28,2,46,TX,1,1,0,NA,6,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,NA
116,2014/8/27 12:31,26,2,45,NA,1,1,0,1,5,1,2,2,1,2,1,1,5,2,2,2,2,2,2,1,2,NA
117,2014/8/27 12:31,21,2,45,NA,2,1,0,2,1,2,1,1,3,2,2,3,4,3,2,2,3,2,1,2,1,NA
118,2014/8/27 12:31,27,2,8,NA,1,1,0,3,5,1,1,3,3,3,3,3,5,1,2,2,3,2,2,1,1,NA
119,2014/8/27 12:31,18,2,46,CT,1,1,1,3,1,2,2,1,1,2,2,3,5,2,2,2,1,2,2,1,1,NA
120,2014/8/27 12:32,35,2,46,CO,1,1,0,NA,3,2,2,2,2,2,1,1,1,2,2,2,3,1,1,1,1,NA
121,2014/8/27 12:32,29,2,46,GA,1,1,0,1,6,1,2,3,3,2,3,1,1,3,3,1,1,2,2,1,1,NA
122,2014/8/27 12:33,25,2,46,DC,1,1,0,NA,3,2,2,2,1,2,2,1,5,2,2,2,3,2,2,1,1,NA
123,2014/8/27 12:33,33,2,46,MN,1,2,1,4,5,2,2,2,1,1,1,3,5,2,2,3,3,2,1,3,1,NA
124,2014/8/27 12:33,36,2,46,WA,1,1,0,2,5,1,2,3,1,2,2,3,1,1,2,1,1,2,2,1,1,NA
125,2014/8/27 12:33,27,2,8,NA,1,1,1,1,2,1,1,3,2,2,2,1,4,1,2,2,3,2,1,2,2,NA
126,2014/8/27 12:34,27,2,46,WA,1,2,0,1,4,1,2,3,1,3,3,3,1,3,2,2,1,2,3,1,1,NA
127,2014/8/27 12:34,27,2,45,NA,1,1,0,NA,5,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,NA
128,2014/8/27 12:34,32,2,46,OR,1,1,1,3,2,1,2,3,3,2,3,3,1,3,2,1,3,2,2,1,1,NA
129,2014/8/27 12:34,31,2,45,NA,1,2,0,4,5,1,2,1,1,2,2,1,3,1,1,1,1,2,2,3,1,NA
130,2014/8/27 12:34,19,2,39,NA,1,1,1,4,5,1,2,2,1,2,2,1,3,3,3,2,1,2,2,1,1,NA
131,2014/8/27 12:34,33,2,46,IL,1,2,1,4,6,1,2,3,3,2,2,1,5,1,2,3,2,2,3,2,1,NA
132,2014/8/27 12:35,32,2,46,CA,1,1,0,3,1,2,2,1,3,2,2,1,4,1,2,3,2,2,3,1,1,NA
133,2014/8/27 12:36,27,2,46,NE,1,1,0,1,3,1,2,2,2,1,1,1,1,2,2,3,3,1,1,1,1,NA
134,2014/8/27 12:36,38,2,11,NA,1,1,0,NA,3,2,2,1,3,2,2,3,3,2,2,3,3,1,3,2,1,NA
135,2014/8/27 12:36,24,2,8,NA,1,1,1,1,3,1,2,2,1,2,2,1,1,2,2,2,3,1,3,1,1,NA
136,2014/8/27 12:37,39,2,45,NA,1,1,0,1,3,1,1,1,1,2,2,1,1,3,1,1,1,2,2,1,1,NA
137,2014/8/27 12:37,28,2,45,NA,1,1,0,1,5,1,2,2,1,2,2,3,5,2,2,2,3,1,1,3,1,NA
138,2014/8/27 12:37,39,2,46,IA,1,1,1,2,6,1,2,3,2,2,2,1,3,2,2,3,3,2,2,1,1,NA
139,2014/8/27 12:37,29,1,46,MD,1,1,0,NA,5,1,2,2,1,2,1,1,3,1,2,2,1,2,2,1,1,NA
140,2014/8/27 12:37,22,2,2,NA,1,1,0,NA,5,2,2,2,1,1,2,1,3,2,2,2,2,2,2,1,1,NA
141,2014/8/27 12:38,38,2,46,OR,1,2,1,4,2,1,2,2,1,1,1,1,1,1,2,2,3,2,2,1,1,NA
142,2014/8/27 12:38,37,2,45,NA,2,1,1,4,6,1,1,1,3,3,3,3,4,3,3,2,1,2,1,3,1,I'm not a permanent employee so do not get they benefits they get.My client is extremely supportive of permanent staff with mental health issues.
143,2014/8/27 12:38,35,2,46,TX,1,1,0,1,3,2,1,2,2,1,1,1,1,3,2,2,1,2,1,1,1,NA
144,2014/8/27 12:39,-29,2,46,MN,1,1,0,NA,6,2,1,3,1,1,3,1,1,2,2,2,3,2,2,1,1,NA
145,2014/8/27 12:39,30,1,46,PA,1,2,0,NA,6,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,I'd be more worried about coworkers and workplace culture than the employer--they're probably legally obligated to do some things but reputation among people I work with is something else. For instance I've heard people make snide remarks about men taking paternity leave I don't want to know what they'd say about mental health leave.
146,2014/8/27 12:39,37,2,46,IN,1,2,1,3,2,1,1,3,3,3,3,1,3,1,1,2,3,1,1,1,1,NA
147,2014/8/27 12:39,24,2,45,NA,1,1,0,1,5,1,2,1,1,2,2,3,1,1,1,1,2,2,2,1,1,NA
148,2014/8/27 12:39,23,2,46,WV,1,1,0,4,5,1,1,1,1,2,2,2,3,3,3,1,1,2,2,2,1,NA
149,2014/8/27 12:40,30,2,22,NA,1,1,1,3,2,1,2,1,3,3,3,1,3,3,2,2,1,2,2,2,2,NA
150,2014/8/27 12:40,29,1,46,MI,1,1,0,NA,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,NA
151,2014/8/27 12:40,19,2,8,NA,2,2,0,NA,1,2,2,2,2,2,3,3,3,1,2,2,2,1,1,1,1,NA
152,2014/8/27 12:40,32,2,46,CA,1,2,0,1,3,1,2,2,2,2,2,1,5,2,2,2,2,2,1,2,1,NA
153,2014/8/27 12:41,28,2,34,NA,1,1,0,3,5,2,2,1,1,2,2,1,1,2,2,3,3,1,3,3,1,NA
154,2014/8/27 12:41,36,2,46,IL,1,1,0,1,5,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,NA
155,2014/8/27 12:41,37,2,45,NA,1,2,1,3,6,1,1,3,3,3,3,3,2,3,1,2,1,2,3,2,2,NA
156,2014/8/27 12:42,25,2,46,IL,1,2,1,4,3,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,NA
157,2014/8/27 12:42,27,2,46,CA,1,2,1,4,6,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,NA
158,2014/8/27 12:43,26,2,46,OK,1,1,0,2,3,1,1,2,2,2,2,1,1,3,1,2,3,2,1,2,1,NA
159,2014/8/27 12:43,27,2,46,UT,1,1,1,3,3,2,2,1,3,2,2,1,2,1,2,2,3,2,2,1,2,Had a co-worker disappear from work for a few weeks and then come back to let everyone know he was bipolar. His responsibilities and schedule were adjusted to accommodate but he got worse didn't show up didn't work etc and was eventually let go.It was tough because on the one hand he was struggling with some mental health issues but on the other hand he went through a period of months where he wasn't performing.
160,2014/8/27 12:43,25,2,46,IL,1,2,1,4,3,1,2,2,2,2,2,1,5,1,2,2,1,2,2,1,2,Family history of depression.  Currently dealing with depression and anxiety as well as drug addition.Employer provides & pays premiums on insurance which covers therapy and prescriptions.  Employer allows work-from-home and unlimited PTO which makes episodes easier to control.I don't speak of my problems to anyone at work except for the people that I consider friends and even then I don't go into great detail.I would never bring up a mental health issue during an interview for fear of discrimination and rejection (and therefore greater depression).  One co-worker had serious anxiety problems and would not inform his team of episodes and was eventually let go for being unresponsive.
161,2014/8/27 12:43,36,2,45,NA,1,1,1,4,6,1,1,3,3,3,3,3,3,1,1,2,2,2,1,1,2,I feel that my employer and colleagues have created my mental health issue. Additionally I have contributed to this by staying in the same job with the same employer for 10+ years.
162,2014/8/27 12:44,25,1,46,NY,1,2,1,4,4,1,2,3,1,2,2,1,1,3,3,2,2,2,2,1,1,NA
163,2014/8/27 12:44,31,2,46,CA,1,1,0,1,6,1,2,3,1,2,3,1,1,2,2,2,2,2,2,1,1,NA
164,2014/8/27 12:45,26,2,46,MA,1,2,0,3,5,1,2,2,1,2,2,1,1,1,2,2,3,2,2,1,1,NA
165,2014/8/27 12:46,33,1,46,WA,2,2,1,4,1,1,2,1,3,3,3,3,4,2,2,2,3,2,3,3,1,Many of these questions become irrelevant once 'Yes' is selected for 'Are you self-employed'.  It would be preferable for there to be a 'Not Relevant' option on these.
166,2014/8/27 12:47,27,1,45,NA,2,2,0,NA,1,2,2,1,3,2,2,3,3,2,2,3,3,2,1,3,1,as a UK-based company we don't have any medical provisions as it's all provided on the National Health Service (for now!) However if we do need to take days off for any kind of health problems everyone is understanding :)
167,2014/8/27 12:48,34,2,46,MN,1,1,0,1,3,1,2,1,1,2,2,1,5,1,2,2,2,2,1,1,1,NA
168,2014/8/27 12:48,42,2,46,CA,1,1,0,NA,5,1,2,1,3,2,2,1,4,1,2,3,3,2,1,2,1,NA
169,2014/8/27 12:48,23,2,22,NA,2,2,0,4,1,1,2,1,1,2,2,1,4,3,2,1,1,2,1,2,1,NA
170,2014/8/27 12:48,24,2,45,NA,1,1,0,3,2,1,2,2,2,3,1,1,5,1,1,2,2,2,1,1,1,NA
171,2014/8/27 12:48,26,2,45,NA,1,1,1,4,6,1,2,3,3,1,1,3,3,2,2,3,3,2,2,1,1,My employer employs 17k people worldwide and my previous employer only 140 globally both have been very supportive and accommodating with my moderate depression and intense anxiety.
172,2014/8/27 12:48,31,2,45,NA,2,1,1,2,5,1,2,2,1,2,2,1,1,1,2,2,3,2,1,1,1,NA
173,2014/8/27 12:49,22,2,21,NA,1,1,1,1,6,1,2,2,2,2,2,1,4,3,1,1,1,1,1,2,1,NA
174,2014/8/27 12:49,23,1,46,NC,1,1,0,NA,5,1,2,2,1,2,1,1,1,1,1,2,3,2,1,3,1,NA
175,2014/8/27 12:49,34,1,8,NA,1,2,1,4,6,1,1,3,3,3,2,1,3,2,2,2,3,2,2,2,1,NA
176,2014/8/27 12:49,31,2,46,MO,1,1,0,1,3,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,NA
177,2014/8/27 12:50,28,2,45,NA,1,1,0,NA,2,1,1,1,2,2,3,3,3,2,2,2,2,1,1,3,1,NA
178,2014/8/27 12:50,32,1,46,MA,1,1,1,2,5,2,2,3,2,1,1,3,5,2,2,3,3,2,2,3,2,I am not sure about my company's healthcare because I've opted out of it and I'm covered under another policy.I currently work at a great company though in past jobs I don't think I would have felt comfortable talking about mental health at all.
179,2014/8/27 12:51,45,1,46,CA,1,1,1,4,1,1,2,3,1,2,2,3,2,2,2,3,3,2,2,3,1,In small startups it is very hard to keep mental health issues truly private no matter what management does.
180,2014/8/27 12:51,33,2,46,TX,1,1,0,NA,5,2,2,2,1,2,2,1,5,2,2,3,3,2,1,1,1,A close family member of mine struggles with mental health so I try not to stigmatize it. My employers/coworkers also seem compassionate toward any kind of health or family needs.
